turn_id,date,speaker,n_words,lex_hits,llr,flag05,flag01
2022-05-12#t6859,2022-05-12,Mr. Bourque,140,0,-1.391,False,False
2022-05-19#t7136,2022-05-19,Mr. Speaker,140,0,-1.391,False,False
2022-06-01#t7384,2022-06-01,Hon. Mrs. Shephard,140,0,-1.391,False,False
2022-06-02#t7483,2022-06-02,Mr. Melanson,140,0,-1.391,False,False
2022-06-10#t7965,2022-06-10,Mr. Melanson,140,0,-1.391,False,False
2022-06-10#t8016,2022-06-10,Ms. Mitton,140,0,-1.391,False,False
2022-10-04#t8041,2022-10-04,Hon. Mr. Higgs,140,0,-1.391,False,False
2022-10-06#t8296,2022-10-06,Mr. K. Chiasson,140,0,-1.391,False,False
2022-11-03#t9046,2022-11-03,Hon. Mr. Hogan,140,0,-1.391,False,False
2022-11-03#t9057,2022-11-03,Mr. K. Chiasson,140,0,-1.391,False,False
2022-11-16#t9303,2022-11-16,Mr. G. Arseneault,140,0,-1.391,False,False
2022-11-17#t9387,2022-11-17,Mr. McKee,140,0,-1.391,False,False
2022-11-18#t9536,2022-11-18,Mr. K. Arseneau,140,0,-1.391,False,False
2022-11-22#t9623,2022-11-22,Mr. Gauvin,140,0,-1.391,False,False
2022-12-07#t10089,2022-12-07,Mr. Turner,140,0,-1.391,False,False
2022-12-07#t10112,2022-12-07,Mr. LePage,140,0,-1.391,False,False
2022-12-09#t10384,2022-12-09,Mr. K. Arseneau,140,0,-1.391,False,False
2022-12-15#t10627,2022-12-15,Mr. Ames,140,0,-1.391,False,False
2022-12-16#t10765,2022-12-16,Mr. K. Arseneau,140,0,-1.391,False,False
2023-03-22#t10901,2023-03-22,Mr. Coon,140,0,-1.391,False,False
2023-05-09#t11442,2023-05-09,Mr. Cullins,140,0,-1.391,False,False
2023-05-10#t11525,2023-05-10,Ms. Thériault,140,0,-1.391,False,False
2023-05-10#t11560,2023-05-10,Mr. D’Amours,140,0,-1.391,False,False
2023-05-11#t11696,2023-05-11,Mrs. Bockus,140,0,-1.391,False,False
2023-05-12#t11794,2023-05-12,Hon. Mr. Hogan,140,0,-1.391,False,False
2023-05-18#t12069,2023-05-18,Mr. C. Chiasson,140,0,-1.391,False,False
2023-05-18#t12115,2023-05-18,Ms. Holt,140,0,-1.391,False,False
2023-06-07#t12441,2023-06-07,Mr. C. Chiasson,140,0,-1.391,False,False
2023-06-09#t12564,2023-06-09,Mrs. F. Landry,140,0,-1.391,False,False
2023-10-18#t13115,2023-10-18,Mr. Coon,140,0,-1.391,False,False
2023-10-24#t13297,2023-10-24,Ms. Holt,140,0,-1.391,False,False
2023-10-26#t13483,2023-10-26,Mr. C. Chiasson,140,0,-1.391,False,False
2023-11-02#t13813,2023-11-02,Mr. LePage,140,0,-1.391,False,False
2023-11-23#t14314,2023-11-23,Mr. Mallet,140,0,-1.391,False,False
2023-11-28#t14491,2023-11-28,Mr. K. Arseneau,140,0,-1.391,False,False
2023-11-29#t14590,2023-11-29,Hon. G. Savoie,140,0,-1.391,False,False
2023-12-05#t14885,2023-12-05,Hon. Mr. Flemming,140,0,-1.391,False,False
2023-12-07#t15122,2023-12-07,Mr. Cullins,140,0,-1.391,False,False
2023-12-08#t15221,2023-12-08,Mr. Coon,140,0,-1.391,False,False
2023-12-08#t15258,2023-12-08,Mr. D’Amours,140,0,-1.391,False,False
2023-12-12#t15318,2023-12-12,Mr. M. LeBlanc,140,0,-1.391,False,False
2023-12-12#t15334,2023-12-12,Hon. Mr. Higgs,140,0,-1.391,False,False
2024-03-28#t15988,2024-03-28,Ms. Holt,140,0,-1.391,False,False
2024-03-28#t16006,2024-03-28,Mr. Dawson,140,0,-1.391,False,False
2024-05-14#t16598,2024-05-14,Mr. K. Arseneau,140,0,-1.391,False,False
2024-06-04#t17370,2024-06-04,Mr. Coon,140,0,-1.391,False,False
2024-06-04#t17376,2024-06-04,Ms. Holt,140,0,-1.391,False,False
2024-06-07#t17746,2024-06-07,Ms. Holt,140,0,-1.391,False,False
2025-10-22#t64,2025-10-22,Ms. Mitton,141,0,-1.401,False,False
2025-10-22#t83,2025-10-22,Hon. C. Johnson,141,0,-1.401,False,False
2025-10-24#t122,2025-10-24,Mr. Ames,141,0,-1.401,False,False
2025-10-28#t211,2025-10-28,Ms. Vautour,141,0,-1.401,False,False
2025-10-28#t249,2025-10-28,Hon. Mr. Finnigan,141,0,-1.401,False,False
2025-10-28#t268,2025-10-28,Hon. C. Johnson,141,0,-1.401,False,False
2025-10-30#t432,2025-10-30,Mr. Coon,141,0,-1.401,False,False
2025-11-05#t635,2025-11-05,Mr. Ames,141,0,-1.401,False,False
2025-11-05#t652,2025-11-05,Ms. Conroy,141,0,-1.401,False,False
2025-11-05#t657,2025-11-05,Hon. Mr. Hickey,141,0,-1.401,False,False
2025-11-07#t877,2025-11-07,Hon. Mr. Dornan,141,0,-1.401,False,False
2025-11-18#t978,2025-11-18,Ms. Mitton,141,0,-1.401,False,False
2025-11-19#t1075,2025-11-19,Hon. K. Chiasson,141,0,-1.401,False,False
2025-11-21#t1234,2025-11-21,Mr. Monahan,141,0,-1.401,False,False
2025-12-03#t1426,2025-12-03,Ms. Mitton,141,0,-1.401,False,False
2025-12-04#t1479,2025-12-04,Ms. Wilcott,141,0,-1.401,False,False
2025-12-05#t1594,2025-12-05,Hon. Mr. Herron,141,0,-1.401,False,False
2025-12-09#t1635,2025-12-09,Mr. Russell,141,0,-1.401,False,False
2025-12-10#t1768,2025-12-10,Hon. Ms. Boudreau,141,0,-1.401,False,False
2025-12-10#t1774,2025-12-10,Hon. Mr. LePage,141,0,-1.401,False,False
2025-12-12#t1973,2025-12-12,Mr. Savoie,141,0,-1.401,False,False
2026-03-18#t2069,2026-03-18,Mr. Savoie,141,0,-1.401,False,False
2026-03-26#t2505,2026-03-26,Hon. Mr. Dornan,141,0,-1.401,False,False
2026-05-06#t2661,2026-05-06,Mr. Savoie,141,0,-1.401,False,False
2026-05-08#t2898,2026-05-08,Ms. Mitton,141,0,-1.401,False,False
2026-05-13#t3033,2026-05-13,Hon. Mr. Randall,141,0,-1.401,False,False
2019-05-10#t25,2019-05-10,Hon. Mr. Gauvin,141,0,-1.401,False,False
2019-05-10#t69,2019-05-10,Mr. Bourque,141,0,-1.401,False,False
2019-05-10#t89,2019-05-10,Ms. Mitton,141,0,-1.401,False,False
2019-11-27#t152,2019-11-27,Mr. G. Arseneault,141,0,-1.401,False,False
2019-12-12#t299,2019-12-12,Ms. Rogers,141,0,-1.401,False,False
2020-11-20#t175,2020-11-20,Mr. Austin,141,0,-1.401,False,False
2020-12-10#t580,2020-12-10,Hon. Ms. Green,141,0,-1.401,False,False
2020-12-10#t606,2020-12-10,Mr. Melanson,141,0,-1.401,False,False
2020-12-11#t704,2020-12-11,Mr. K. Arseneau,141,0,-1.401,False,False
2020-12-11#t740,2020-12-11,Mr. Austin,141,0,-1.401,False,False
2021-03-17#t1446,2021-03-17,Hon. Ms. Scott-Wallace,141,0,-1.401,False,False
2021-03-17#t1471,2021-03-17,Hon. Mr. Higgs,141,0,-1.401,False,False
2021-03-17#t1480,2021-03-17,Hon. Mrs. Shephard,141,0,-1.401,False,False
2021-05-11#t2020,2021-05-11,Hon. Mrs. Shephard,141,0,-1.401,False,False
2021-05-11#t2062,2021-05-11,Hon. Mr. Flemming,141,0,-1.401,False,False
2021-05-13#t2289,2021-05-13,Mr. K. Arseneau,141,0,-1.401,False,False
2021-05-13#t2323,2021-05-13,Mr. Austin,141,0,-1.401,False,False
2021-05-18#t2500,2021-05-18,Ms. Mitton,141,0,-1.401,False,False
2021-05-18#t2522,2021-05-18,Hon. Mr. Holder,141,0,-1.401,False,False
2021-05-21#t2852,2021-05-21,Mr. K. Arseneau,141,0,-1.401,False,False
2021-05-21#t2878,2021-05-21,Mr. Melanson,141,0,-1.401,False,False
2021-06-01#t2976,2021-06-01,Mr. Austin,141,0,-1.401,False,False
2021-06-03#t3180,2021-06-03,Mr. Hogan,141,0,-1.401,False,False
2021-06-08#t3393,2021-06-08,Mr. Carr,141,0,-1.401,False,False
2021-06-09#t3474,2021-06-09,Mr. Austin,141,0,-1.401,False,False
2021-06-09#t3498,2021-06-09,Mr. Bourque,141,0,-1.401,False,False
2021-06-11#t3697,2021-06-11,Ms. Thériault,141,0,-1.401,False,False
2021-11-03#t3889,2021-11-03,Mr. McKee,141,0,-1.401,False,False
2021-11-03#t3918,2021-11-03,Mr. D’Amours,141,0,-1.401,False,False
2021-11-12#t4408,2021-11-12,Mr. Melanson,141,0,-1.401,False,False
2021-11-12#t4418,2021-11-12,Mr. Melanson,141,0,-1.401,False,False
2021-11-12#t4491,2021-11-12,Hon. Mr. Savoie,141,0,-1.401,False,False
2021-12-09#t5421,2021-12-09,Mr. K. Arseneau,141,0,-1.401,False,False
2021-12-10#t5586,2021-12-10,Mr. Melanson,141,0,-1.401,False,False
2021-12-14#t5717,2021-12-14,Mr. Coon,141,0,-1.401,False,False
2021-12-16#t5844,2021-12-16,Mr. Austin,141,0,-1.401,False,False
2021-12-17#t5949,2021-12-17,Hon. Mrs. Johnson,141,0,-1.401,False,False
2022-03-23#t6059,2022-03-23,Mr. Bourque,141,0,-1.401,False,False
2022-03-30#t6268,2022-03-30,Hon. Mr. Hogan,141,0,-1.401,False,False
2022-03-30#t6271,2022-03-30,Mrs. F. Landry,141,0,-1.401,False,False
2022-05-12#t6760,2022-05-12,Mr. K. Arseneau,141,0,-1.401,False,False
2022-05-12#t6788,2022-05-12,Mr. K. Arseneau,141,0,-1.401,False,False
2022-05-17#t6985,2022-05-17,Mr. Melanson,141,0,-1.401,False,False
2022-05-31#t7293,2022-05-31,Ms. Mitton,141,0,-1.401,False,False
2022-06-02#t7594,2022-06-02,Mr. Melanson,141,0,-1.401,False,False
2022-10-05#t8148,2022-10-05,Mr. Mallet,141,0,-1.401,False,False
2022-10-06#t8302,2022-10-06,Hon. Mr. Fitch,141,0,-1.401,False,False
2022-10-07#t8414,2022-10-07,Hon. Mr. Fitch,141,0,-1.401,False,False
2022-10-28#t8731,2022-10-28,Ms. Mitton,141,0,-1.401,False,False
2022-11-01#t8784,2022-11-01,Mr. Legacy,141,0,-1.401,False,False
2022-11-02#t8886,2022-11-02,Mrs. Bockus,141,0,-1.401,False,False
2022-11-17#t9383,2022-11-17,Mr. Ames,141,0,-1.401,False,False
2022-11-17#t9395,2022-11-17,Hon. Ms. Scott-Wallace,141,0,-1.401,False,False
2022-11-17#t9412,2022-11-17,Hon. Mr. Fitch,141,0,-1.401,False,False
2022-11-24#t9760,2022-11-24,Hon. Ms. Green,141,0,-1.401,False,False
2022-12-06#t9997,2022-12-06,Mr. Coon,141,0,-1.401,False,False
2022-12-07#t10105,2022-12-07,Hon. Mr. Flemming,141,0,-1.401,False,False
2022-12-08#t10267,2022-12-08,Mr. Bourque,141,0,-1.401,False,False
2022-12-09#t10399,2022-12-09,Mr. K. Chiasson,141,0,-1.401,False,False
2022-12-09#t10401,2022-12-09,Mr. K. Chiasson,141,0,-1.401,False,False
2022-12-13#t10470,2022-12-13,Ms. Thériault,141,0,-1.401,False,False
2022-12-14#t10554,2022-12-14,Hon. Mrs. Shephard,141,0,-1.401,False,False
2023-05-09#t11446,2023-05-09,Mr. Losier,141,0,-1.401,False,False
2023-05-09#t11484,2023-05-09,Ms. Holt,141,0,-1.401,False,False
2023-05-11#t11731,2023-05-11,Hon. Mr. Hogan,141,0,-1.401,False,False
2023-05-12#t11812,2023-05-12,Ms. Holt,141,0,-1.401,False,False
2023-05-19#t12192,2023-05-19,,141,0,-1.401,False,False
2023-06-07#t12388,2023-06-07,Mr. C. Chiasson,141,0,-1.401,False,False
2023-06-08#t12490,2023-06-08,Ms. Mitton,141,0,-1.401,False,False
2023-06-13#t12700,2023-06-13,Hon. Mr. Allain,141,0,-1.401,False,False
2023-06-15#t12867,2023-06-15,Hon. Mr. Steeves,141,0,-1.401,False,False
2023-10-18#t13076,2023-10-18,Mr. Cullins,141,0,-1.401,False,False
2023-10-18#t13144,2023-10-18,Hon. Mr. Higgs,141,0,-1.401,False,False
2023-10-25#t13356,2023-10-25,Ms. Mitton,141,0,-1.401,False,False
2023-10-26#t13478,2023-10-26,Ms. Holt,141,0,-1.401,False,False
2023-11-01#t13737,2023-11-01,Mr. G. Arseneault,141,0,-1.401,False,False
2023-11-21#t14066,2023-11-21,Mr. K. Arseneau,141,0,-1.401,False,False
2023-11-23#t14244,2023-11-23,Hon. Mr. Higgs,141,0,-1.401,False,False
2023-11-28#t14448,2023-11-28,Mr. Coon,141,0,-1.401,False,False
2023-11-29#t14575,2023-11-29,Hon. Ms. Green,141,0,-1.401,False,False
2023-11-30#t14677,2023-11-30,Hon. Ms. Green,141,0,-1.401,False,False
2023-12-08#t15272,2023-12-08,Mr. Bourque,141,0,-1.401,False,False
2024-03-20#t15580,2024-03-20,Hon. Mr. Fitch,141,0,-1.401,False,False
2024-03-26#t15737,2024-03-26,Mr. K. Arseneau,141,0,-1.401,False,False
2024-03-28#t16029,2024-03-28,Mr. Gauvin,141,0,-1.401,False,False
2024-05-09#t16382,2024-05-09,Mr. K. Arseneau,141,0,-1.401,False,False
2024-05-09#t16403,2024-05-09,Mr. McKee,141,0,-1.401,False,False
2024-05-16#t16797,2024-05-16,Hon. Ms. Green,141,0,-1.401,False,False
2024-05-16#t16801,2024-05-16,Mr. Coon,141,0,-1.401,False,False
2024-05-17#t16873,2024-05-17,Mr. K. Arseneau,141,0,-1.401,False,False
2024-05-30#t17176,2024-05-30,Hon. Ms. Green,141,0,-1.401,False,False
2024-05-31#t17295,2024-05-31,Hon. Mr. Hogan,141,0,-1.401,False,False
2024-06-05#t17483,2024-06-05,Mr. Gauvin,141,0,-1.401,False,False
2024-06-05#t17526,2024-06-05,Mr. M. LeBlanc,141,0,-1.401,False,False
2024-06-07#t17683,2024-06-07,Hon. Mr. Hogan,141,0,-1.401,False,False
2024-06-07#t17707,2024-06-07,Ms. Holt,141,0,-1.401,False,False
2024-06-07#t17710,2024-06-07,Ms. Holt,141,0,-1.401,False,False
2025-10-24#t118,2025-10-24,Ms. Mitton,142,0,-1.411,False,False
2025-10-28#t197,2025-10-28,Hon. Mr. Finnigan,142,0,-1.411,False,False
2025-10-29#t327,2025-10-29,Ms. S. Wilson,142,0,-1.411,False,False
2025-10-30#t447,2025-10-30,Mr. Savoie,142,0,-1.411,False,False
2025-11-05#t637,2025-11-05,Ms. M. Johnson,142,0,-1.411,False,False
2025-11-07#t853,2025-11-07,Mr. Hogan,142,0,-1.411,False,False
2025-11-07#t863,2025-11-07,Ms. S. Wilson,142,0,-1.411,False,False
2025-11-18#t944,2025-11-18,Ms. Bockus,142,0,-1.411,False,False
2025-11-20#t1102,2025-11-20,Mr. Hogan,142,0,-1.411,False,False
2025-11-20#t1113,2025-11-20,Ms. Scott-Wallace,142,0,-1.411,False,False
2025-11-21#t1256,2025-11-21,Hon. Mr. Herron,142,0,-1.411,False,False
2025-11-21#t1269,2025-11-21,Mr. Austin,142,0,-1.411,False,False
2025-12-02#t1322,2025-12-02,Mr. Savoie,142,0,-1.411,False,False
2025-12-05#t1604,2025-12-05,Hon. Mr. Randall,142,0,-1.411,False,False
2026-03-20#t2162,2026-03-20,Mr. Hogan,142,0,-1.411,False,False
2026-03-20#t2178,2026-03-20,Hon. Mr. McKee,142,0,-1.411,False,False
2026-03-24#t2291,2026-03-24,Hon. Mr. LePage,142,0,-1.411,False,False
2026-05-06#t2680,2026-05-06,Mr. Savoie,142,0,-1.411,False,False
2026-05-06#t2684,2026-05-06,Hon. Ms. Miles,142,0,-1.411,False,False
2026-05-07#t2793,2026-05-07,Hon. M. Finnigan,142,0,-1.411,False,False
2026-05-07#t2808,2026-05-07,Mr. Savoie,142,0,-1.411,False,False
2026-05-08#t2894,2026-05-08,Mr. Hogan,142,0,-1.411,False,False
2026-05-14#t3125,2026-05-14,Hon. Ms. Holt,142,0,-1.411,False,False
2019-11-27#t184,2019-11-27,Mr. Bourque,142,0,-1.411,False,False
2019-12-12#t308,2019-12-12,Mr. K. Arseneau,142,0,-1.411,False,False
2020-11-18#t115,2020-11-18,Mr. Melanson,142,0,-1.411,False,False
2020-12-08#t344,2020-12-08,Hon. Mary Wilson,142,0,-1.411,False,False
2020-12-16#t897,2020-12-16,Mr. K. Arseneau,142,0,-1.411,False,False
2020-12-16#t933,2020-12-16,Hon. Mr. Savoie,142,0,-1.411,False,False
2021-03-19#t1561,2021-03-19,Mr. Melanson,142,0,-1.411,False,False
2021-03-23#t1642,2021-03-23,Mr. D’Amours,142,0,-1.411,False,False
2021-03-23#t1647,2021-03-23,Hon. Ms. Green,142,0,-1.411,False,False
2021-05-11#t2000,2021-05-11,Mrs. F. Landry,142,0,-1.411,False,False
2021-05-13#t2270,2021-05-13,Mr. Melanson,142,0,-1.411,False,False
2021-05-13#t2362,2021-05-13,Mr. C. Chiasson,142,0,-1.411,False,False
2021-05-14#t2421,2021-05-14,Ms. Thériault,142,0,-1.411,False,False
2021-05-18#t2542,2021-05-18,Mr. Coon,142,0,-1.411,False,False
2021-05-19#t2605,2021-05-19,Mr. K. Arseneau,142,0,-1.411,False,False
2021-05-19#t2607,2021-05-19,Ms. Mitton,142,0,-1.411,False,False
2021-06-02#t3068,2021-06-02,Mr. K. Arseneau,142,0,-1.411,False,False
2021-06-03#t3215,2021-06-03,Mr. Bourque,142,0,-1.411,False,False
2021-06-09#t3473,2021-06-09,Mr. Coon,142,0,-1.411,False,False
2021-06-10#t3538,2021-06-10,Mr. Hogan,142,0,-1.411,False,False
2021-06-10#t3560,2021-06-10,Mrs. Harris,142,0,-1.411,False,False
2021-11-05#t4135,2021-11-05,Mr. Turner,142,0,-1.411,False,False
2021-11-23#t4499,2021-11-23,Mr. Cullins,142,0,-1.411,False,False
2021-11-23#t4539,2021-11-23,Hon. Mr. Crossman,142,0,-1.411,False,False
2021-11-23#t4544,2021-11-23,Mr. K. Chiasson,142,0,-1.411,False,False
2021-11-24#t4591,2021-11-24,Mr. Melanson,142,0,-1.411,False,False
2021-11-25#t4658,2021-11-25,Mr. K. Chiasson,142,0,-1.411,False,False
2021-11-30#t4811,2021-11-30,Mr. Coon,142,0,-1.411,False,False
2021-11-30#t4836,2021-11-30,Mr. D’Amours,142,0,-1.411,False,False
2021-12-02#t4986,2021-12-02,Hon. Mr. Flemming,142,0,-1.411,False,False
2021-12-07#t5186,2021-12-07,Mr. D’Amours,142,0,-1.411,False,False
2021-12-15#t5778,2021-12-15,Mr. Austin,142,0,-1.411,False,False
2021-12-16#t5804,2021-12-16,Mr. Coon,142,0,-1.411,False,False
2021-12-17#t5952,2021-12-17,Mr. D’Amours,142,0,-1.411,False,False
2022-03-23#t6023,2022-03-23,Mr. Melanson,142,0,-1.411,False,False
2022-03-25#t6098,2022-03-25,Hon. Mrs. Shephard,142,0,-1.411,False,False
2022-03-30#t6295,2022-03-30,Mr. Melanson,142,0,-1.411,False,False
2022-03-31#t6398,2022-03-31,Hon. Mr. Allain,142,0,-1.411,False,False
2022-05-11#t6666,2022-05-11,Mr. K. Arseneau,142,0,-1.411,False,False
2022-05-17#t6994,2022-05-17,Hon. Mary Wilson,142,0,-1.411,False,False
2022-05-17#t7001,2022-05-17,Mr. McKee,142,0,-1.411,False,False
2022-05-18#t7019,2022-05-18,Mrs. Conroy,142,0,-1.411,False,False
2022-05-19#t7125,2022-05-19,Hon. Mrs. Shephard,142,0,-1.411,False,False
2022-05-31#t7307,2022-05-31,Mr. Melanson,142,0,-1.411,False,False
2022-06-02#t7478,2022-06-02,Mr. K. Arseneau,142,0,-1.411,False,False
2022-06-03#t7606,2022-06-03,Mr. Turner,142,0,-1.411,False,False
2022-06-09#t7853,2022-06-09,Ms. Mitton,142,0,-1.411,False,False
2022-10-04#t8060,2022-10-04,Mr. LeBlanc,142,0,-1.411,False,False
2022-10-04#t8081,2022-10-04,Mr. Legacy,142,0,-1.411,False,False
2022-10-12#t8512,2022-10-12,Mr. Coon,142,0,-1.411,False,False
2022-11-01#t8793,2022-11-01,Mr. Gauvin,142,0,-1.411,False,False
2022-11-03#t9053,2022-11-03,Mr. K. Arseneau,142,0,-1.411,False,False
2022-11-17#t9399,2022-11-17,Hon. Ms. Scott-Wallace,142,0,-1.411,False,False
2022-11-22#t9651,2022-11-22,Mr. G. Arseneault,142,0,-1.411,False,False
2022-11-24#t9737,2022-11-24,Mr. K. Arseneau,142,0,-1.411,False,False
2022-11-25#t9852,2022-11-25,,142,0,-1.411,False,False
2022-12-06#t9960,2022-12-06,Mr. D’Amours,142,0,-1.411,False,False
2022-12-08#t10238,2022-12-08,Mr. Coon,142,0,-1.411,False,False
2022-12-09#t10388,2022-12-09,Mr. Cullins,142,0,-1.411,False,False
2022-12-15#t10621,2022-12-15,Mr. Coon,142,0,-1.411,False,False
2022-12-15#t10643,2022-12-15,Mr. McKee,142,0,-1.411,False,False
2022-12-15#t10654,2022-12-15,Hon. Mr. Holder,142,0,-1.411,False,False
2023-03-24#t10976,2023-03-24,Mr. Legacy,142,0,-1.411,False,False
2023-03-24#t11002,2023-03-24,Hon. Ms. Scott-Wallace,142,0,-1.411,False,False
2023-03-28#t11061,2023-03-28,Hon. Mr. Fitch,142,0,-1.411,False,False
2023-03-28#t11107,2023-03-28,Mr. McKee,142,0,-1.411,False,False
2023-03-30#t11295,2023-03-30,Ms. Mary Wilson,142,0,-1.411,False,False
2023-05-10#t11529,2023-05-10,Mr. Coon,142,0,-1.411,False,False
2023-05-12#t11844,2023-05-12,Hon. Mr. G. Savoie,142,0,-1.411,False,False
2023-05-16#t11867,2023-05-16,Ms. Thériault,142,0,-1.411,False,False
2023-05-16#t11892,2023-05-16,Hon. Ms. Green,142,0,-1.411,False,False
2023-05-17#t11954,2023-05-17,Hon. Mr. Hogan,142,0,-1.411,False,False
2023-05-17#t11987,2023-05-17,Hon. Ms. Scott-Wallace,142,0,-1.411,False,False
2023-05-19#t12194,2023-05-19,Ms. Holt,142,0,-1.411,False,False
2023-05-19#t12209,2023-05-19,Mr. Cullins,142,0,-1.411,False,False
2023-06-06#t12338,2023-06-06,Hon. Mr. Crossman,142,0,-1.411,False,False
2023-06-14#t12780,2023-06-14,Hon. Mr. Hogan,142,0,-1.411,False,False
2023-06-15#t12865,2023-06-15,Hon. Mr. Steeves,142,0,-1.411,False,False
2023-10-25#t13402,2023-10-25,Hon. Ms. Dunn,142,0,-1.411,False,False
2023-11-01#t13735,2023-11-01,Mr. K. Arseneau,142,0,-1.411,False,False
2023-11-21#t14038,2023-11-21,Ms. Holt,142,0,-1.411,False,False
2023-11-22#t14126,2023-11-22,Ms. Holt,142,0,-1.411,False,False
2023-11-23#t14243,2023-11-23,Mr. Coon,142,0,-1.411,False,False
2023-11-30#t14680,2023-11-30,Mr. M. LeBlanc,142,0,-1.411,False,False
2023-12-01#t14773,2023-12-01,Ms. Holt,142,0,-1.411,False,False
2024-03-20#t15587,2024-03-20,Ms. Holt,142,0,-1.411,False,False
2024-03-22#t15662,2024-03-22,Hon. Mr. Turner,142,0,-1.411,False,False
2024-03-26#t15814,2024-03-26,Hon. Mr. Holland,142,0,-1.411,False,False
2024-05-10#t16484,2024-05-10,Mr. LePage,142,0,-1.411,False,False
2024-05-10#t16489,2024-05-10,Mr. Cullins,142,0,-1.411,False,False
2024-05-17#t16910,2024-05-17,Mr. C. Chiasson,142,0,-1.411,False,False
2024-05-30#t17161,2024-05-30,Ms. Conroy,142,0,-1.411,False,False
2024-05-31#t17354,2024-05-31,Hon. G. Savoie,142,0,-1.411,False,False
2021-03-19#t1588,2021-03-19,Hon. Mr. Steeves,441,1,-1.418,False,False
2025-10-22#t25,2025-10-22,Mr. Cullins,143,0,-1.421,False,False
2025-10-22#t53,2025-10-22,Hon. C. Johnson,143,0,-1.421,False,False
2025-10-24#t138,2025-10-24,Hon. Mr. Dornan,143,0,-1.421,False,False
2025-10-28#t201,2025-10-28,Ms. Wilcott,143,0,-1.421,False,False
2025-10-28#t219,2025-10-28,Mr. Savoie,143,0,-1.421,False,False
2025-10-28#t232,2025-10-28,Mr. Lee,143,0,-1.421,False,False
2025-10-28#t237,2025-10-28,Hon. Mr. Herron,143,0,-1.421,False,False
2025-11-04#t573,2025-11-04,Hon. Mr. Legacy,143,0,-1.421,False,False
2025-11-04#t584,2025-11-04,Mr. Weir,143,0,-1.421,False,False
2025-11-07#t889,2025-11-07,Hon. Mr. Dornan,143,0,-1.421,False,False
2025-11-18#t943,2025-11-18,Mr. M. LeBlanc,143,0,-1.421,False,False
2025-12-02#t1309,2025-12-02,Mr. J. LeBlanc,143,0,-1.421,False,False
2025-12-03#t1424,2025-12-03,Mr. Austin,143,0,-1.421,False,False
2025-12-09#t1655,2025-12-09,Mr. Savoie,143,0,-1.421,False,False
2025-12-11#t1848,2025-12-11,Hon. Mr. Dornan,143,0,-1.421,False,False
2025-12-12#t1975,2025-12-12,Mr. Cullins,143,0,-1.421,False,False
2026-03-18#t2080,2026-03-18,Hon. Mr. D’Amours,143,0,-1.421,False,False
2026-03-18#t2105,2026-03-18,Ms. Mitton,143,0,-1.421,False,False
2026-03-20#t2156,2026-03-20,Mr. Weir,143,0,-1.421,False,False
2026-03-20#t2191,2026-03-20,Mr. Lee,143,0,-1.421,False,False
2026-03-24#t2241,2026-03-24,Ms. Wilcott,143,0,-1.421,False,False
2026-03-24#t2280,2026-03-24,Hon. C. Chiasson,143,0,-1.421,False,False
2026-03-24#t2282,2026-03-24,Hon. Mr. Finnigan,143,0,-1.421,False,False
2026-03-25#t2376,2026-03-25,Hon. Mr. Legacy,143,0,-1.421,False,False
2026-05-05#t2614,2026-05-05,Mr. Hogan,143,0,-1.421,False,False
2026-05-14#t3134,2026-05-14,Mr. Lee,143,0,-1.421,False,False
2026-05-14#t3145,2026-05-14,Hon. Mr. Legacy,143,0,-1.421,False,False
2019-05-10#t87,2019-05-10,Hon. S. Wilson,143,0,-1.421,False,False
2019-12-12#t282,2019-12-12,Mr. Fairgrieve,143,0,-1.421,False,False
2020-11-18#t130,2020-11-18,Mr. LePage,143,0,-1.421,False,False
2020-11-20#t188,2020-11-20,Mr. Melanson,143,0,-1.421,False,False
2020-12-09#t500,2020-12-09,Mr. G. Arseneault,143,0,-1.421,False,False
2020-12-10#t590,2020-12-10,Mr. Guitard,143,0,-1.421,False,False
2020-12-15#t843,2020-12-15,,143,0,-1.421,False,False
2021-02-12#t1328,2021-02-12,Mr. LePage,143,0,-1.421,False,False
2021-03-16#t1431,2021-03-16,,143,0,-1.421,False,False
2021-03-17#t1447,2021-03-17,Ms. Mitton,143,0,-1.421,False,False
2021-03-19#t1548,2021-03-19,Ms. Mitton,143,0,-1.421,False,False
2021-03-24#t1734,2021-03-24,Mr. Guitard,143,0,-1.421,False,False
2021-05-11#t2022,2021-05-11,Hon. Mrs. Shephard,143,0,-1.421,False,False
2021-05-12#t2144,2021-05-12,Mr. Melanson,143,0,-1.421,False,False
